Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,25-34 years,44,1590,50,15,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,30-49 years,260,4550,254,130,11,395,
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,35-44 years,96,2055,98,45,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,45-54 years,346,3997,317,191,15,487,
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,50-64 years,1074,11813,1104,593,36,1621,
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,55-64 years,866,9424,915,478,25,1328,
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,65-74 years,1787,14040,1674,972,40,2524,
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,75-84 years,2138,15294,1989,1134,27,3016,
02/03/2021,01/01/2020,01/30/2021,Michigan,Male,85 years and over,1735,14307,1584,834,23,2507,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,All Ages,6067,58343,5433,2779,144,8862,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,Under 1 year,0,332,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,0-17 years,,513,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,1-4 years,0,45,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,5-14 years,,77,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,15-24 years,,285,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,18-29 years,19,533,26,12,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,25-34 years,24,698,34,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,30-49 years,145,2467,163,70,,243,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,35-44 years,54,1146,71,25,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,45-54 years,190,2401,202,106,10,296,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,50-64 years,638,7426,745,366,39,1056,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,55-64 years,528,5955,620,302,30,876,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,65-74 years,1170,10439,1190,632,32,1760,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,75-84 years,1632,14212,1431,772,33,2322,
02/03/2021,01/01/2020,01/30/2021,Michigan,Female,85 years and over,2460,22753,1872,927,28,3433,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,45-54 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Michigan,Unknown,85 years and over,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,All Sexes,All Ages,6289,54591,4787,2128,153,9097,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,All Ages,3246,27786,2590,1217,79,4696,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,Under 1 year,0,162,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,0-17 years,0,315,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,1-4 years,0,43,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,5-14 years,0,52,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,15-24 years,,336,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,18-29 years,,585,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,25-34 years,11,659,18,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,30-49 years,75,1674,97,38,,139,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,35-44 years,29,793,41,15,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,45-54 years,105,1473,107,48,,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,50-64 years,341,4584,312,145,17,525,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,55-64 years,276,3640,249,118,12,419,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,65-74 years,607,5656,549,277,19,897,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,75-84 years,1017,7013,770,358,19,1448,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Male,85 years and over,1198,7959,846,397,17,1663,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,All Ages,3043,26805,2197,911,74,4401,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,Under 1 year,,110,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,0-17 years,,197,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,1-4 years,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,5-14 years,0,26,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,15-24 years,,130,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,18-29 years,,214,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,25-34 years,,303,10,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,30-49 years,38,1001,45,,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,35-44 years,20,478,18,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,45-54 years,47,896,65,13,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,50-64 years,181,2788,237,79,18,357,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,55-64 years,146,2230,193,68,16,287,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,65-74 years,407,4035,359,159,16,622,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,75-84 years,744,6532,580,249,12,1087,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Female,85 years and over,1668,12038,960,416,20,2231,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Minnesota,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,All Sexes,All Ages,5607,41230,5502,2985,73,8188,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,All Ages,2921,21532,2962,1606,43,4314,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,Under 1 year,0,125,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,0-17 years,,273,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,1-4 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,5-14 years,,58,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,15-24 years,,365,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,18-29 years,12,579,16,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,25-34 years,25,630,27,11,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,30-49 years,142,1986,144,68,,222,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,35-44 years,62,954,70,32,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,45-54 years,163,1626,157,87,,236,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,50-64 years,514,4751,579,279,10,822,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,55-64 years,410,3800,476,220,,673,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,65-74 years,818,5330,821,468,11,1181,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,75-84 years,878,5088,857,503,12,1243,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Male,85 years and over,556,3525,541,279,,819,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,All Ages,2685,19692,2539,1378,30,3873,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,Under 1 year,0,102,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,0-17 years,0,174,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,1-4 years,0,17,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,5-14 years,0,36,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,15-24 years,,109,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,18-29 years,16,196,15,11,0,20,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,25-34 years,26,277,26,15,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,30-49 years,138,1205,124,64,,203,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,35-44 years,57,551,51,28,,84,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,45-54 years,152,1116,132,70,,216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,50-64 years,469,3175,450,270,10,659,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,55-64 years,383,2542,375,229,,537,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,65-74 years,577,3910,589,318,,851,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,75-84 years,695,4989,672,368,,1004,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Female,85 years and over,790,6043,687,347,,1133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,75-84 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Mississippi,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,All Sexes,All Ages,8173,78615,7046,3499,216,11930,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,All Ages,4224,40855,3833,1934,109,6228,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,Under 1 year,0,242,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,0-17 years,,492,11,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,1-4 years,0,56,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,5-14 years,,85,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,15-24 years,,645,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,18-29 years,10,1126,17,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,25-34 years,11,1201,20,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,30-49 years,112,3084,107,43,10,186,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,35-44 years,52,1484,47,22,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,45-54 years,155,2526,143,67,10,241,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,50-64 years,573,7868,592,266,29,927,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,55-64 years,472,6331,499,220,25,775,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,65-74 years,963,9162,889,446,21,1426,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,75-84 years,1336,10269,1193,652,25,1900,
02/03/2021,01/01/2020,01/30/2021,Missouri,Male,85 years and over,1228,8854,1024,523,17,1746,
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,All Ages,3949,37759,3213,1565,107,5702,
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,Under 1 year,0,198,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,0-17 years,0,328,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,1-4 years,0,42,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,5-14 years,0,51,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,15-24 years,,246,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,18-29 years,,450,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,25-34 years,11,495,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,30-49 years,71,1687,81,27,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,35-44 years,30,821,37,,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,45-54 years,71,1539,97,34,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,50-64 years,355,5040,369,171,17,570,
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,55-64 years,319,4113,312,152,12,491,
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,65-74 years,710,6920,642,319,21,1053,
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,75-84 years,1029,9378,918,468,32,1511,
02/03/2021,01/01/2020,01/30/2021,Missouri,Female,85 years and over,1776,13956,1186,577,25,2409,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Missouri,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Montana,All Sexes,All Ages,1348,12422,1115,635,37,1865,
02/03/2021,01/01/2020,01/30/2021,Montana,Male,All Ages,750,6821,668,377,19,1060,
02/03/2021,01/01/2020,01/30/2021,Montana,Male,Under 1 year,0,28,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Montana,Male,0-17 years,0,62,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Montana,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,5-14 years,0,11,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Montana,Male,15-24 years,0,110,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Montana,Male,18-29 years,,165,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,25-34 years,,157,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,30-49 years,25,476,26,14,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,35-44 years,11,228,14,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,45-54 years,35,390,25,15,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,50-64 years,104,1150,91,55,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,55-64 years,81,924,75,46,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,65-74 years,179,1539,163,93,,251,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Montana,Male,75-84 years,236,1792,211,132,,320,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
